	statussummary	status	asm	jira	sample	accession	species	coi	organelle	uli	common name	sex	genomic sex	ploidy	taxon	genus	family	order	phylum	BioSample	BioProject	darwin	vgp_orders	vgp_plus	asg	erga	25g	britain&ireland	dnazoo	cichlids	BADASS	rodents	jiggins	murchison	R&D	protist-microalgae	UKbutterflies	sts size (Mb)	est. size (Mb)	htzgy (%)	rep frac (%)	long read cov (gscope)	long read cov (sts)	10XG cov (gscope)	10XG cov (sts)	last_data	sts pacbio status (new)	sts hic status (new)	hic_from	PacBio	ONT	10XG	Htag	BioNano	HiC	RNAseq	IsoSeq	note or paper	raw data sub	submission todo	contig N50 (Mb)	contig count	scaffold N50 (Mb)	scaffold count	longest (Mb)	length (Mb)	BUSCO	QV	completeness	pipeline status	notes	runs
	1 submitted	12_public	sm15	GRIT-129	eAstRub1	GCA_902459465.3	Asterias rubens				common starfish	M			7604	Asterias	Asteriidae	Forcipulatida	Echinodermata	SAMEA994741	PRJEB33975						1	1											428	0.6	35	61		-		2019-04-04	UNKNOWN	UNKNOWN	eAstRub1	●		●			●				3	done	1.38	621	20.56	150	33.83	418	C:96.5%[S:95.2%,D:1.3%],F:0.9%,M:2.6%,n:978			Submitted		
	1 submitted	12_public	sm15	GRIT-202	iBraPut3m	GCA_907164805.1	Brachyptera putata				northern February red stonefly				2065413	Brachyptera	Taeniopterygidae	Plecoptera	Arthropoda	SAMEA5248727	PRJEB44423						1	1	1										500	2.4	25	61		101		2018-08-30	UNKNOWN	UNKNOWN		●		●			●				3	done	1.00	3,579	33.39	2,200	63.23	516	C:97.8%[S:95.1%,D:2.7%],F:0.7%,M:1.5%,n:1658			QC		
	1 submitted	12_public	sm15	GRIT-254	iHemFuc1	GCA_907164795.1	Hemaris fuciformis				broad-bordered bee hawk-moth	U			987953	Hemaris	Sphingidae	Lepidoptera	Arthropoda	SAMEA5248724	PRJEB44426						1	1	1										388	1.8	24	46		88		2019-03-06	UNKNOWN	UNKNOWN	iHemFuc1	●		●			●				1	hifi auto submitted under wrong species	10.60	92	16.55	42	25.59	449	C:98.1%[S:97.8%,D:0.3%],F:0.6%,M:1.3%,n:1658	48.0		done		
	1 submitted	12_public	sm15	GRIT-255	iOsmBic2	GCA_907164935.1	Osmia bicornis				red mason bee				1437190	Osmia	Megachilidae	Hymenoptera	Arthropoda	SAMEA5248723	PRJEB44457						1	1	1										286	0.5	40	54		46		2018-09-30	UNKNOWN	UNKNOWN	iOsmBic1	●		●			●				3	done	9.08	563	11.15	442	17.03	223	C:98.4%[S:98.3%,D:0.1%],F:1.2%,M:0.4%,n:1658	34.0		done		
	1 submitted	12_public	sm15	GRIT-358	iVesVel2	GCA_912470025.1	Vespa velutina				Asian hornet	M			202808	Vespa	Vespidae	Hymenoptera	Arthropoda	SAMEA5248726	PRJEB46981						1	1	1										230	0.3	29	56		94		2018-09-30	UNKNOWN	UNKNOWN	iVesVel2	●		●			●				3	done	1.52	355	5.12	163	8.94	194	C:98.8%[S:98.3%,D:0.5%],F:0.5%,M:0.7%,n:1658			new version, with palindrome fix, salsa instead of baylor		
	1 submitted	12_public	sm15	GRIT-210	qDolPla1	GCA_907164885.1	Dolomedes plantarius				fen raft spider				257759	Dolomedes	Pisauridae	Araneae	Arthropoda	SAMEA994727	PRJEB44431						1	1	1										2,600	1.0	46	54		39		2018-02-21	UNKNOWN	UNKNOWN	qDolPla1	●		●			●				3	done	2.28	3,218	216.72	437	261.41	2,780	C:95.2%[S:91.5%,D:3.7%],F:0.5%,M:4.3%,n:1066			QC		
	1 submitted	12_public	sm15	GRIT-158	sScyCan1	GCA_902713615.2	Scyliorhinus canicula				smaller spotted catshark	M			7830	Scyliorhinus	Scyliorhinidae	Carcharhiniformes	Chordata	SAMEA994730	PRJEB35946		1				1	1	1										4,500	1.0	51	56		43		2018-04-11	UNKNOWN	UNKNOWN	sScyCan1	●		●		●	●				3	done	1.86	7,794	198.37	717	313.70	4,226	C:83.2%[S:80.6%,D:2.6%],F:8.6%,M:8.2%,n:2586			Submitted		
																																																																								
	1 submitted	11_published	sm15	GRIT-251	aBufBuf1	GCA_905171765.1	Bufo bufo	3			common toad	M			8384	Bufo	Bufonidae	Anura	Chordata	SAMEA7521636	PRJEB42238	1	1					1										6,540	6,185	0.7	74	64		56	81	2020-03-17	COMPLETE	COMPLETE	aBufBuf1	●		●		●	●			3	3	done; 29397_*#1 hic fail	3.88	6,064	666.26	2,588	885.46	5,167	C:88.3%[S:86.3%,D:2.0%],F:6.5%,M:5.2%,n:2586			Scaffolded (Hi-C/3d-dna)		
	1 submitted	11_published	sm15	GRIT-220	aRanTem1	GCA_905171775.1	Rana temporaria	3			common frog	F			8407	Rana	Ranidae	Anura	Chordata	SAMEA7521635	PRJEB42239	1	1					1										4,169	5,355	1.4	68	63		51	92	2019-07-02	COMPLETE	COMPLETE	aRanTem1	●		●		●	●			3	3	done	6.26	2,414	481.76	554	690.65	4,111	C:84.5%[S:83.3%,D:1.2%],F:8.7%,M:6.8%,n:2586					
	1 submitted	11_published	cz3	RC-119	bAccGen1	GCA_929443795.1	Accipiter gentilis	3			northern goshawk	F			8957	Accipiter	Accipitridae	Accipitriformes	Chordata	SAMEA8235650	PRJEB48396	1		1				1										1,306	1,405	0.4	20	34	38	31	60	2021-10-21	COMPLETE	COMPLETE	bAccGen1	●		●			●	●		3	3	done	17.71	638	31.97	549	78.32	1,399	C:97.5%[S:96.7%,D:0.8%],F:0.6%,M:1.9%,n:8338	49.1	96.5	hifiasm-0.15.3-r339+purge+polish+yahs		
	1 submitted	11_published	sm15	GRIT-342	bCapEur3	GCA_907165065.1	Caprimulgus europaeus	3			Eurasian nightjar	F			111811	Caprimulgus	Caprimulgidae	Caprimulgiformes	Chordata	SAMEA7524394	PRJEB44830	1	1					1										1,188	1,183	1.3	13	87		62	102	2021-01-07	COMPLETE	COMPLETE	bCapEur3	●		●		●	●			3	3	done	30.62	273	65.33	155	123.06	1,180	C:95.2%[S:94.1%,D:1.1%],F:2.7%,M:2.1%,n:4915	53.3		Falcon-unzip+purge+scaff10x+salsa+arrow+merfin+freebayes		
	1 submitted	11_published	mu2	GRIT-353	eaMarGlac1	GCA_911728455.1	Marthasterias glacialis	3			spiny starfish	U			7609	Marthasterias	Asteriidae	Forcipulatida	Echinodermata	SAMEA7522991	PRJEB45116	1						1										681	500	1.9	34	49		69	94	2020-11-14	COMPLETE	COMPLETE	eaMarGlac1	●		●			●	●		3	3	done	1.88	620	18.35	282	62.65	537	C:96.6%[S:95.9%,D:0.7%],F:0.3%,M:3.1%,n:978	53.8		hicanu+purge+polish+salsa		
	1 submitted	11_published	kk16	GRIT-324	fPhoGun1	GCA_910591455.1	Pholis gunnellus	3			rock gunnel	U			56726	Pholis	Pholidae	Perciformes	Chordata	SAMEA7522838	PRJEB43809	1		1				1										704	756	0.4	32	45		45	86	2022-01-04	COMPLETE	COMPLETE	fPhoGun1	●		●			●	●		3	3	done; new hic	3.80	500	32.30	189	29.10	594	C:97.5%[S:95.0%,D:2.5%],F:1.3%,M:1.2%,n:4584			hifiasm+purge+polish+mito+salsa		
	1 submitted	11_published	kk16	GRIT-370	fTauBub2	GCA_910589615.1	Taurulus bubalis	3			long-spined sea scorpion	U			61643	Taurulus	Cottidae	Perciformes	Chordata	SAMEA7522994	PRJEB45118	1						1										829	591	0.5	17	38		51	75	2020-11-14	COMPLETE	COMPLETE	fTauBub2	●		●			●	●		3	3	done	13.00	297	22.10	188	38.50	617	C:97.1%[S:94.7%,D:2.4%],F:1.5%,M:1.4%,n:4584	52.7		mitov2+hifiasm+purge+polish+salsa		
	1 submitted	11_published	sm15	GRIT-213	fTraTra1	GCA_905171665.1	Trachurus trachurus	3			Atlantic horse mackerel	U			36212	Trachurus	Carangidae	Carangiformes	Chordata	SAMEA7524396	PRJEB42240	1		1				1										890	1,025	1.5	47	105		64	123	2021-06-11	COMPLETE	COMPLETE	fTraTra1	●		●			●			3	3	done	7.11	452	26.96	311	38.00	849	C:96.3%[S:93.4%,D:2.9%],F:1.7%,M:2.0%,n:4584					
	1 submitted	11_published	kk16	GRIT-517	gfLaeSulp1	GCA_927399515.2	Laetiporus sulphureus	3			chicken of the woods	A			5630	Laetiporus	Laetiporaceae	Polyporales	Basidiomycota	SAMEA8562046	PRJEB47319	1						1										40	43	1.1	25	106	121	-	1853	2021-08-16	COMPLETE	COMPLETE	gfLaeSulp1	●		●			●			3	3	done	2.60	23	2.60	22	4.70	39	C:97.3%[S:95.1%,D:2.2%],F:0.4%,M:2.3%,n:758	60.9	97.4	hifiasm-0.15.3-r339+purge		ERR6688736,ERR6688737,ERR6688738,ERR6688739,ERR6688740,ERR6808041
	1 submitted	11_published	mu2	GRIT-366	icApoCory1	GCA_911728435.2	Apoderus coryli	3			hazel leaf-roller	U	M		201766	Apoderus	Attelabidae	Coleoptera	Arthropoda	SAMEA7520690	PRJEB45119	1						1										1,229	419	1.0	40	59		93	50	2020-10-19	COMPLETE	COMPLETE	icApoCory1	●		●			●			3	3	done	15.03	209	18.99	177	45.72	432	C:99.3%[S:97.3%,D:2.0%],F:0.6%,M:0.1%,n:1658	60.0		hifiasm+mitoV2.1+polish+scaff		
	1 submitted	11_published	mu2	GRIT-391	icCanRust1	GCA_911387805.1	Cantharis rustica	3			sailor beetle	U	M		195172	Cantharis	Cantharidae	Coleoptera	Arthropoda	SAMEA7524272	PRJEB45190	1						1										694	410	0.9	36	43		48	57	2021-02-23	COMPLETE	COMPLETE	icCanRust1	●		●			●	●		3	3	done	17.82	124	24.79	108	95.99	462	C:99.0%[S:96.9%,D:2.1%],F:0.4%,M:0.6%,n:1367	57.0		hifiasm012+purge2E+polish+scaff		
	1 submitted	11_published	kk16	GRIT-365	icCocSept1	GCA_907165205.1	Coccinella septempunctata	3			seven-spotted ladybird	U	F		41139	Coccinella	Coccinellidae	Coleoptera	Arthropoda	SAMEA7520205	PRJEB44834	1						1										372	420	3.0	51	76		89	174	2020-12-04	COMPLETE	COMPLETE	icCocSept1	●		●			●			3	3	done	16.50	130	27.70	95	43.90	410	C:98.1%[S:96.7%,D:1.4%],F:0.7%,M:1.2%,n:1658	57.0		hicanu+purge+polish+salsa		
	1 submitted	11_published	kk16	GRIT-426	icHarAxyr1	GCA_914767665.1	Harmonia axyridis	3			harlequin	U	F		115357	Harmonia	Coccinellidae	Coleoptera	Arthropoda	SAMEA7520208	PRJEB45202	1						1										396	441	2.7	39	53		93	170	2020-10-20	COMPLETE	COMPLETE	icHarAxyr1	●	●	●			●			3	3	done; ont	22.90	185	40.80	174	63.60	431	C:99.4%[S:96.3%,D:3.1%],F:0.1%,M:0.5%,n:1367	54.3	97.7	hifiasm+purge+polish+mito+salsa		
	1 submitted	11_published	kk16	GRIT-346	icMalBipu1	GCA_910589415.1	Malachius bipustulatus	3			common malachite beetle	U	F		295700	Malachius	Melyridae	Coleoptera	Arthropoda	SAMEA7520537	PRJEB45121	1						1										1,262	553	1.4	39	32		65	43	2020-11-09	COMPLETE	COMPLETE	icMalBipu1	●		●			●			3	3	done	5.80	365	38.60	253	83.00	557	C:98.3%[S:96.4%,D:1.9%],F:0.5%,M:1.2%,n:1658			hifiasm+purge+polish+mito+salsa		
	1 submitted	11_published	kk16	GRIT-409	icOcyOlen1	GCA_910593695.1	Ocypus olens	3			Devil's coach horse	U	F		662956	Ocypus	Staphylinidae	Coleoptera	Arthropoda	SAMEA7520211	PRJEB45196	1						1										802	930	0.8	54	40		41	89	2020-10-29	COMPLETE	COMPLETE	icOcyOlen1	●		●	●		●	●		3	3	done; htag	4.70	783	19.90	564	54.20	1,089	C:99.9%[S:98.5%,D:1.4%],F:0.1%,M:0.0%,n:1367	49.1		hifiasm+purge+polish+mito+salsa		
	1 submitted	11_published	mu2	GRIT-395	icPteMadi1	GCA_911728475.1	Pterostichus madidus	3			black clock beetle	U	F		767470	Pterostichus	Carabidae	Coleoptera	Arthropoda	SAMEA7520318	PRJEB45192	1						1										640	694	0.8	44	34		53	97	2022-01-04	COMPLETE	COMPLETE	icPteMadi1,icPteMadi2	●		●			●	●		3	3	done; new hic	15.82	237	23.93	193	79.56	708	C:99.4%[S:99.0%,D:0.4%],F:0.2%,M:0.4%,n:1367	53.6		hifiasm+purge+polish+mito+salsa+mito2_11.3		
	1 submitted	11_published	kk16	GRIT-364	icPyrSerr1	GCA_905333025.1	Pyrochroa serraticornis	3			red-headed cardinal beetle	U	M		346838	Pyrochroa	Pyrochroidae	Coleoptera	Arthropoda	SAMEA7524259	PRJEB43530	1						1										404	291	0.6	36	26		125	150	2020-12-22	COMPLETE	COMPLETE	icPyrSerr1	●		●			●	●		3	3	done	12.97	84	22.48	60	65.18	250	C:99.3%[S:97.9%,D:1.4%],F:0.3%,M:0.4%,n:1658	59.8		hifiasm+purge+polish+salsa		
	1 submitted	11_published	mu2	GRIT-304	icRhaFulv1	GCA_905340355.1	Rhagonycha fulva	3			common red soldier beetle	U	F		41101	Rhagonycha	Cantharidae	Coleoptera	Arthropoda	SAMEA7520319	PRJEB43742	1						1										694	375	0.6	31	41		103	95	2022-02-09	COMPLETE	COMPLETE	icRhaFulv1,icRhaFulv4	●		●			●	●		3	3	done	21.09	130	34.19	121	115.71	433	C:99.2%[S:96.3%,D:2.9%],F:0.5%,M:0.3%,n:1658			hifiasm+purge+polish+mito+salsa		
	1 submitted	11_published	kk16	GRIT-359	idBibMarc1	GCA_910594885.1	Bibio marci	3			St. Mark's fly	M			189979	Bibio	Bibionidae	Diptera	Arthropoda	SAMEA7524263	PRJEB45122	1						1										300	326	1.2	16	53		127	205	2021-01-06	COMPLETE	COMPLETE	idBibMarc1	●		●			●	●		3	3	done	45.00	35	53.00	26	117.00	347	C:98.6%[S:97.5%,D:1.1%],F:0.4%,M:1.0%,n:1658			hifiasm+purge+polish+mito+salsa		
	1 submitted	11_published	kk16	RC-15	idBelPand1	GCA_916048285.1	Bellardia pandia	3			bisetose emerald-bottle	U	F		2795671	Bellardia	Calliphoridae	Diptera	Arthropoda	SAMEA7746779	PRJEB45671	1						1											580	1.3	37	54		76		2021-05-25	COMPLETE	COMPLETE	idBelPand1	●		●			●			3	3	done	31.80	199	103.00	151	143.50	624	C:99.3%[S:97.7%,D:1.6%],F:0.1%,M:0.6%,n:1367	51.7	96.7	hifiasm+purge+polish+mito+salsa		
	1 submitted	11_published	mu2	RC-26	idCheVulp2	GCA_916610125.1	Cheilosia vulpina	3			large burdock Cheilosia	U	F		273409	Cheilosia	Syrphidae	Diptera	Arthropoda	SAMEA7746587	PRJEB46307	1						1											408	0.7	25	51		120		2021-11-30	COMPLETE	COMPLETE	idCheVulp1,idCheVulp2	●		●			●	●		3	3	done	45.55	38	45.55	35	117.53	409	C:98.9%[S:98.1%,D:0.8%],F:0.3%,M:0.8%,n:1367	61.0		hifiasm-0.15.3-r339+purge		
	1 submitted	11_published	kk16	GRIT-413	idChrBici1	GCA_911387755.1	Chrysotoxum bicinctum	3			two-banded wasp hoverfly	F			323313	Chrysotoxum	Syrphidae	Diptera	Arthropoda	SAMEA7520032	PRJEB45198	1						1										528	884	2.7	54	29		37	111	2021-03-30	COMPLETE	COMPLETE	idChrBici1,idChrBici2	●		●			●	●		3	3	done	5.40	490	35.70	259	76.70	944	C:99.2%[S:97.4%,D:1.8%],F:0.2%,M:0.6%,n:1367	58.4	96.5	hifiasm+purge+polish+mito+salsa		
	1 submitted	11_published	kk16	GRIT-379	idCorMarg1	GCA_914767935.1	Coremacera marginata	2				F			1226616	Coremacera	Sciomyzidae	Diptera	Arthropoda	SAMEA7521524	PRJEB45188	1						1											990	0.9	53	25		33		2021-02-05	COMPLETE	COMPLETE	idCorMarg1	●		●			●	●		3	3	done	2.70	889	50.00	361	112.00	984	C:99.3%[S:97.9%,D:1.4%],F:0.3%,M:0.4%,n:1658	53.5		hifiasm+purge+polish+mito+salsa		
	1 submitted	11_published	kk16	RC-21	idEriArbu1	GCA_916610145.1	Eristalis arbustorum	3			plane-faced dronefly	F			1124515	Eristalis	Syrphidae	Diptera	Arthropoda	SAMEA7520036	PRJEB46302	1						1											453	2.5	33	19		87		2021-06-06	COMPLETE	COMPLETE	idEriArbu1,idEriArbu2	●		●			●	●		3	3	done; 34829_8#1 hic fail	1.20	1338	22.70	780	56.10	452	C:99.1%[S:98.3%,D:0.8%],F:0.1%,M:0.8%,n:1367	50.1	95.1	hifiasm+purge+polish+mito+hic		
	1 submitted	11_published	mu2	GRIT-285	idEriPert2	GCA_907269125.1	Eristalis pertinax	3			tapered dronefly	M			1572519	Eristalis	Syrphidae	Diptera	Arthropoda	SAMEA7520039	PRJEB44981	1						1										528	451	1.1	27	29		73	123	2021-12-09	COMPLETE	COMPLETE	idEriPert2,idEriPert3	●		●			●	●		3	3	done	3.75	572	27.15	381	107.63	482	C:98.5%[S:97.5%,D:1.0%],F:0.5%,M:1.0%,n:1658			hifiasm+purge+mito+polish+salsa		
	1 submitted	11_published	mu2	GRIT-264	idEriTena2	GCA_905231855.1	Eristalis tenax	3			the dronefly	F			198635	Eristalis	Syrphidae	Diptera	Arthropoda	SAMEA7520042	PRJEB43032	1						1										528	488	1.3	27	36		60	115	2020-03-25	COMPLETE	COMPLETE	idEriTena2	●		●			●	●		3	3	done	6.65	296	44.75	229	101.21	497	C:98.8%[S:98.3%,D:0.5%],F:0.2%,M:1.0%,n:1658			hifiasm+purge+polish+mito+hic		
	1 submitted	11_published	kk16	RC-20	idGymRotn1	GCA_916610165.1	Gymnosoma rotundatum	3				U	M		569046	Gymnosoma	Tachinidae	Diptera	Arthropoda	SAMEA7849381	PRJEB46301	1						1											741	2.0	36	31		32		2021-05-25	COMPLETE	COMPLETE	idGymRotn1	●		●			●	●		3	3	done	95.50	662	120.60	550	155.50	781	C:99.3%[S:98.8%,D:0.5%],F:0.1%,M:0.6%,n:1367	51.1	95.5	hifiasm+purge+polish+mito+hic		
	1 submitted	11_published	cz3	RC-19	idMelMell2	GCA_914767635.1	Melanostoma mellinum	3			dumpy grass hoverfly	M			653684	Melanostoma	Syrphidae	Diptera	Arthropoda	SAMEA7520051	PRJEB46300	1						1											723	2.6	45	26		55		2021-06-06	COMPLETE	COMPLETE	idMelMell2	●		●			●	●		3	3	done	4.68	510	47.42	302	135.98	754	C:98.9%[S:95.0%,D:3.9%],F:0.2%,M:0.9%,n:1367	57.2	96.1	hifiasm+purge+polish+mito+salsa		
	1 submitted	11_published	kk16	GRIT-513	idSicFerr1	GCA_922984085.1	Sicus ferrugineus	3			ferruginous bee-grabber	U	M		1219204	Sicus	Conopidae	Diptera	Arthropoda	SAMEA7520692	PRJEB48117	1						1											309	1.4	52	49		83		2020-10-16	COMPLETE	COMPLETE	idSicFerr1	●		●			●			3	3	done	15.20	124	24.10	87	41.32	314	C:97.4%[S:96.9%,D:0.5%],F:0.7%,M:1.9%,n:1367	55.1	92.8	hifiasm-0.15.3-r339+purge+polish+salsa		
	1 submitted	11_published	mu2	GRIT-289	idTacFera2	GCA_905220375.1	Tachina fera	3				U	F		631328	Tachina	Tachinidae	Diptera	Arthropoda	SAMEA7520333	PRJEB42946	1						1										696	687	1.7	34	41		46	83	2020-09-08	COMPLETE	COMPLETE	idTacFera2	●		●			●	●		3	3	done	16.23	378	64.39	231	84.09	766	C:99.1%[S:98.4%,D:0.7%],F:0.2%,M:0.7%,n:1658			hifiasm+purge+mito+polish+salsa		
	1 submitted	11_published	kk16	GRIT-386	idXanPedi1	GCA_910595825.1	Xanthogramma pedissequum	3			hoverfly	M			414876	Xanthogramma	Syrphidae	Diptera	Arthropoda	SAMEA7520951	PRJEB45174	1						1										528	936	1.4	41	36		57	199	2021-03-05	COMPLETE	COMPLETE	idXanPedi1	●		●			●	●		3	3	done	7.80	888	93.20	636	169.70	983	C:98.3%[S:96.9%,D:1.4%],F:0.6%,M:1.1%,n:1367	54.2		hifiasm+MitoHifiv2+purge+polish+salsa		
	1 submitted	11_published	mu2	GRIT-482	ihAcaHaem1	GCA_930367205.1	Acanthosoma haemorrhoidale	3			hawthorn shieldbug	U	M		483950	Acanthosoma	Acanthosomatidae	Hemiptera	Arthropoda	SAMEA8563710	PRJEB47321	1						1										3,237	913	1.4	36	26	8	223	103	2021-10-23	COMPLETE	COMPLETE	ihAcaHaem1	●		●			●			3	3	done	3.47	632	60.96	289	112.83	875	C:99.1%[S:97.1%,D:2.0%],F:0.3%,M:0.6%,n:1367 	59.7	97.7	hifiasm-0.15.3-r339+purge+polish+mitohifiv2+scaff		
	1 submitted	11_published	mu2	GRIT-423	ihAelAcum1	GCA_911387785.1	Aelia acuminata	3			Bishop's mitre shieldbug	U	M		1511221	Aelia	Pentatomidae	Hemiptera	Arthropoda	SAMEA7520338	PRJEB45203	1						1										3,237	1,121	2.7	50	31		24	18	2021-03-30	COMPLETE	COMPLETE	ihAelAcum1,ihAelAcum5	●		●			●	●		3	3	done	4.65	990	73.95	464	220.54	1,189	C:99.7%[S:98.5%,D:1.2%],F:0.1%,M:0.2%,n:1367	49.8	96.1	hifiasm+purge+polish+salsa		
	1 submitted	11_published	sm15	GRIT-323	ilAbrTrip1	GCA_905340225.1	Abrostola tripartita	3			the spectacle	U	M		938171	Abrostola	Noctuidae	Lepidoptera	Arthropoda	SAMEA7520667	PRJEB43740	1						1										721	372	1.0	15	54		102	80	2020-12-24	COMPLETE	COMPLETE	ilAbrTrip1	●		●			●	●		3	3	done	13.65	37	13.65	36	20.96	383	C:98.5%[S:98.0%,D:0.5%],F:0.2%,M:1.3%,n:1658	58.5		hifiasm+purge+polish+mito+salsa		
	1 submitted	11_published	cz3	GRIT-411	ilAcrAcer1	GCA_910591435.1	Acronicta aceris	3			the sycamore	U	F		987859	Acronicta	Noctuidae	Lepidoptera	Arthropoda	SAMEA7701532	PRJEB45197	1						1										721	450	1.1	22	39		99	101	2021-03-23	COMPLETE	COMPLETE	ilAcrAcer1	●		●			●			3	3	done	15.39	61	15.39	57	20.91	471	C:98.9%[S:98.0%,D:0.9%],F:0.6%,M:0.5%,n:1367	55.0		hifiasm+purge+polish+mito+salsa		
	1 submitted	11_published	mu2	GRIT-239	ilAglIoxx1	GCA_905147045.1	Inachis io	3			European peacock	F?	M		171585	Inachis	Nymphalidae	Lepidoptera	Arthropoda	SAMEA7523149	PRJEB42130	1						1									1	440	391	0.7	20	64		77	135	2020-03-06	COMPLETE	COMPLETE	ilAglIoxx1	●		●			●	●		3	3	done	12.94	64	12.94	61	17.55	384	C:98.8%[S:98.3%,D:0.5%],F:0.2%,M:1.0%,n:1658	60.0		hicanu+purge+freebayes+salsa		
	1 submitted	11_published	kk16	GRIT-278	ilAglUrti1	GCA_905147175.1	Nymphalis urticae	3			small tortoiseshell	F			111881	Aglais	Nymphalidae	Lepidoptera	Arthropoda	SAMEA7523286	PRJEB42112	1						1									1	440	375	2.5	20	58		92	145	2020-08-18	COMPLETE	COMPLETE	ilAglUrti2	●		●	●		●	●		3	3	done; htag	13.17	33	-	-	17.13	393	C:98.9%[S:98.2%,D:0.7%],F:0.2%,M:0.9%,n:1658			hifiasm+purge+polish+mito+salsa		
	1 submitted	11_published	kk16	GRIT-414	ilAmpBerb1	GCA_910594945.1	Amphipyra berbera	3			Svensson's copper underwing	U	M		987877	Amphipyra	Noctuidae	Lepidoptera	Arthropoda	SAMEA7701493	PRJEB45130	1						1										792	578	0.7	29	41		71	89	2021-04-26	COMPLETE	COMPLETE	ilAmpBerb1	●		●			●			3	3	done	20.10	38	20.10	39	26.80	582	C:99.0%[S:98.5%,D:0.5%],F:0.4%,M:0.6%,n:1367	57.2	97.4	hifiasm+purge+polish+mito+salsa		
	1 submitted	11_published	mu2	RC-12	ilApoCrat1	GCA_912999735.1	Aporia crataegi	3			black veined white	M			129397	Aporia	Pieridae	Lepidoptera	Arthropoda	SAMEA7523355	PRJEB45674	1						1									1	316	234	0.8	13	101		147	188	2021-06-06	COMPLETE	COMPLETE	ilApoCrat1	●		●			●	●		3	3	done	9.63	38	9.63	36	12.85	232	C:98.6%[S:98.0%,D:0.6%],F:0.4%,M:1.0%,n:1367 	64.8	99.8	hifiasm+purge		
	1 submitted	11_published	mu2	GRIT-270	ilAutGamm1	GCA_905146925.1	Autographa gamma	3			silver Y	U	F		254363	Autographa	Noctuidae	Lepidoptera	Arthropoda	SAMEA7519848	PRJEB42116	1						1										721	361	3.2	22	36		119	89	2020-08-25	COMPLETE	COMPLETE	ilAutGamm1	●		●	●		●	●		3	3	done; htag	11.19	144	11.41	136	15.29	374	C:98.2%[S:97.6%,D:0.6%],F:0.5%,M:1.3%,n:1658			hicanu+purge+NUMtpulling+MitoHiFi+polish+salsa(qiagen)		
	1 submitted	11_published	sm15	GRIT-321	ilBisBetu1	GCA_905404145.1	Biston betularia	3			peppered moth	M			82595	Biston	Geometridae	Lepidoptera	Arthropoda	SAMEA7520512	PRJEB43794	1						1										935	405	0.5	28	27		91	63	2020-12-03	COMPLETE	COMPLETE	ilBisBetu1	●		●			●	●		3	3	done	14.01	44	14.39	39	18.80	405	C:98.5%[S:97.6%,D:0.9%],F:0.4%,M:1.1%,n:1658	57.5		hifiasm+purge+polish+mito+salsa		
	1 submitted	11_published	sm15	GRIT-320	ilBolSele5	GCA_905231865.2	Boloria selene	3			silver meadow fritillary	F			191398	Boloria	Nymphalidae	Lepidoptera	Arthropoda	SAMEA7523131	PRJEB43033	1						1									1	347	376	1.6	26	60		77	159	2020-12-17	COMPLETE	COMPLETE	ilBolSele5	●		●			●			3	3	done	13.60	40	13.60	39	25.99	400	C:98.8%[S:98.4%,D:0.4%],F:0.2%,M:1.0%,n:1658	57.8		hifiasm+purge+polish+mito+salsa		
	1 submitted	11_published	ea10	RC-133	ilCatFrax1	GCA_930367265.1	Catocala fraxini	3			Cliften non-pareil	U	M		423510	Catocala	Erebidae	Lepidoptera	Arthropoda	SAMEA8603175	PRJEB50461	1						1										1,467	782	0.4	23	41	23	107	90	2022-01-06	COMPLETE	COMPLETE	ilCatFrax1	●		●			●	●		3	3	done	28.17	49	27.84	48	52.78	781	C:99.1%[S:98.5%,D:0.6%],F:0.2%,M:0.7%,n:1367	59.8	98.7	hifiasm-0.15.3-r339+purge		
	1 submitted	11_published	mu2	GRIT-252	ilCelArgi3	GCA_905187575.1	Celastrina argiolus	3			holly blue	U	M		203782	Celastrina	Lycaenidae	Lepidoptera	Arthropoda	SAMEA7523268	PRJEB42118	1						1									1	225	487	1.5	45	32		69	269	2020-03-25	COMPLETE	COMPLETE	ilCelArgi3	●		●			●	●		3	3	done	4.67	285	18.61	96	39.10	501	C:97.6%[S:96.3%,D:1.3%],F:0.7%,M:1.7%,n:1658	49.0		hicanu+purge+scaff10x		
	1 submitted	11_published	mu2	GRIT-313	ilColCroc2	GCA_905220415.1	Colias croceus	3			clouded yellow	F			72248	Colias	Pieridae	Lepidoptera	Arthropoda	SAMEA7523360	PRJEB42949	1						1									1	316	325	1.9	30	68		91	164	2022-02-22	COMPLETE	COMPLETE	ilColCroc1,ilColCroc2	●		●			●	●		3	3	done	10.75	45	11.20	39	17.24	329	C:99.0%[S:98.6%,D:0.4%],F:0.2%,M:0.8%,n:1658			hifiasm+purge+polish+mito+salsa		
	1 submitted	11_published	kk16	GRIT-276	ilCosTrap1	GCA_905163495.1	Cosmia trapezina	3			dun-bar pinion	U	M		116126	Cosmia	Noctuidae	Lepidoptera	Arthropoda	SAMEA7519851	PRJEB42119	1						1										721	825	1.2	46	43		42	72	2020-10-07	COMPLETE	COMPLETE	ilCosTrap1	●	●	●	●		●			3	3	done; ont; htag	7.80	328	26.10	177	33.40	833	C:97.6%[S:96.0%,D:1.6%],F:0.5%,M:1.9%,n:1658			hicanu+purge+polish+mito+salsa 		
